DealID,Company,InvestorFund,Deal Size Status,DealDate,DealType,DealType2,DealType3,DealSize,Post Valuation,DealSynopsis,DealStatus,Financing Status,Business Status,Investors,PrimaryIndustry,Verticals,Description,HQ Location,Company_norm,IsEntry,IsExit
22341-25T,Atlantic Oil,,,1983-01-01,Buyout/LBO,Public to Private,,,,The company was acquired by The Stephens Group through a public-to-private LBO in 1983 for an undisclosed sum.,Completed,Private Equity-Backed,Generating Revenue,The Stephens Group,Energy Production,Oil & Gas,"Producer of oil and natural gas in Denver, Colorado. The company owns and operates natural gas reserves and engages in energy exploration and production. Its primary holdings are in South Texas.","Denver, CO",atlantic oil,True,False
113291-65T,Atomica,,,2018-10-30,Buyout/LBO,Public to Private,,,,"The company was acquired by Cerium Technology through a public-to-private LBO on October 30, 2018 for an undisclosed amount. Proceeds from the financing will be used to increase research and development investments in the company's standard process platforms, upgrade existing equipment and complete the installation of IMT's new wafer fabrication line. As part of the transaction, the company repaid its debt to Agility Capital.",Completed,Private Equity-Backed,Generating Revenue,Cerium Technology Ventures(Eldon Klaassen),Application Specific Semiconductors,Manufacturing,"Manufacturer of micro-electromechanical systems intended for energy, Internet of Things (IoT) and capital markets. The company offers platforms for optics, sensors, relays and switches and microfluidics, enabling clients to support diverse and technical applications from thermal imaging systems and optical benches to genomic sequencing chips, nano pumps and cell sorters.","Goleta, CA",atomica,True,False
252093-16T,"Audacy (Broadcasting, Radio and Television)",,,2024-02-14,Buyout/LBO,Public to Private,,,,"The company was acquired by Soros Fund Management through a public-to-private LBO on February 14, 2024 for an undisclosed amount.",Completed,Private Equity-Backed,Generating Revenue/Not Profitable,Soros Fund Management(George Soros),"Broadcasting, Radio and Television",TMT,"Operator of an audio content and entertainment company based in Philadelphia, Pennsylvania. The company specializes in multi-platform audio content and entertainment engaged in the segment of audio creatinf original, premium audio, thereby bringing people together around with the news, sports, podcasts and music that matter to them.","Philadelphia, PA",audacy (broadcasting radio and television),True,False
287224-48T,Back Bay Restaurant Group,,,2011-01-05,Buyout/LBO,Add-on,Public to Private,,,"The company was acquired by Tavistock Restaurant Collection, via its financial sponsor Tavistock Group, through an LBO on January 5, 2011 for an undisclosed amount. As a part of the transaction the target was delisted.",Completed,Private Equity-Backed,Generating Revenue,"Tavistock Group, Tavistock Restaurant Collection(Jeff Carl)",Restaurants and Bars,,Operator of a chain of restaurants created to provide guests with quality food and drink coupled with beautiful decor and exquisite service.,"Boston, MA",back bay restaurant group,True,False
16665-49T,Baker Manufacturing Company,Rock Island Capital Fund I(Rock Island Capital),,2006-01-28,Buyout/LBO,Public to Private,Management Buyout,,,"The company was acquired by Rock Island Capital and its management through a public to private LBO on January 28, 2006 for an undisclosed amount. As a result of the transaction, the company was delisted.",Completed,Private Equity-Backed,Generating Revenue,Rock Island Capital,Industrial Supplies and Parts,Manufacturing,"Manufacturer of pump and water-well equipment designed for the viscous fluid transfer market. The company is engaged in producing gray and ductile iron custom castings, as well as manufacturing products for residential and commercial water systems as well as rotary gear pumps for fluid pumping applications.","Evansville, WI",baker manufacturing company,True,False
265454-29T,Benson Hill,,,2025-05-23,Buyout/LBO,Add-on,Public to Private,,,"The company was acquired by Confluence Genetics, via its financial sponsors Expedition Ag Partners and S2G Investments, through a public-to-private LBO on May 23, 2025 for an undisclosed amount.",Completed,Private Equity-Backed,Generating Revenue,"Confluence Genetics(Kimberly Hurst), Expedition Ag Partners(Michael DeCamp), S2G Investments",Business/Productivity Software,AgTech,"Benson Hill Inc is an ag-tech company specializing in soy protein innovation. The company has one business segment Ingredient. The company focuses on seed innovation through proprietary germplasm and the CropOS platform. This platform integrates protein, genomic, and strategic data for predictive breeding using AI and ML. They operate a Crop Accelerator for rapid prototyping. Benson Hill is developing a seed portfolio for protein ingredients, aquaculture, specialty animal feed, and vegetable oils. The company's revenue can be disaggregated into product categories: Proprietary and Non-Proprietary. Proprietary revenue is defined as any sale of a proprietary bean. Non-Proprietary revenue is all other revenue from non-Proprietary sources.","Saint Louis, MO",benson hill,True,False
280564-12T,Big Lots,,,2025-01-02,Buyout/LBO,Add-on,Public to Private,,,"The company was acquired by Variety Wholesalers, via its financial sponsor Gordon Brothers, through a public-to-private LBO on January 2, 2025 for an undisclosed amount.",Completed,Private Equity-Backed,Generating Revenue,"Gordon Brothers(Kyle Shonak), Variety Wholesalers",Department Stores,,"Big Lots Inc is principally engaged in operating discount retail stores. The company provides a broad range of merchandise, including food, consumables, soft home products, hard home products, furniture, electronics and accessories, and seasonal products. The company sources the merchandise from traditional and close-out channels. In addition to merchandise, the company sells gift cards, issues merchandise credits, and more. The company operates stores throughout the United States, with around one-third of its stores in California, Texas, Ohio, and Florida.","Columbus, OH",big lots,True,False
18095-77T,BodyBilt,Independent Bankers Capital Fund(Independent Bankers Capital Funds),,2002-12-04,Buyout/LBO,Public to Private,Management Buyout,,,"The company was acquired by Independent Bankers Capital Funds and its management through an LBO on December 4, 2002 for an undisclosed sum. As a part of the transaction, Independent Bankers Capital Funds provided an undisclosed amount of subordinated debt financing to support the deal.",Completed,Private Equity-Backed,Generating Revenue,Independent Bankers Capital Funds,Other Commercial Products,Manufacturing,"Manufacturer of ergonomic seating products and accessories intended to serve commercial clients. The company offers ergonomic chairs and a full line of ergonomic workspace accessories that are designed to enhance posture, alleviate pain, and reduce stress on the musculoskeletal system, thereby enabling clients with customizable chairs as per their body posture.","Navasota, TX",bodybilt,True,False
203136-67T,Bridgenext,,,2022-08-31,Buyout/LBO,Public to Private,,,,"The company was acquired by Kelso & Company through a public-to-private LBO on August 31, 2022 for an undisclosed amount.",Completed,Private Equity-Backed,Profitable,Kelso & Company(Henry Mannix),IT Consulting and Outsourcing,"Digital Health, TMT","Provider of information technology consultancy services intended to serve the enterprise, education and government markets. The company offers advisory services in the areas of profitability and cost management, project management and organizational change management and cloud technologies preparation services, enabling clients to get results in a way that drives more value for everyone.","Jacksonville, FL",bridgenext,True,False
19077-49T,Broad Street Auto Loans,,,2011-02-11,Buyout/LBO,Public to Private,,,,"The company was acquired by Laurel Capital Partners through a public to private LBO on February 1, 2011 fro an undisclosed sum.",Completed,Private Equity-Backed,Generating Revenue,Laurel Capital Partners,Specialized Finance,,"Provider of consumer automobile title loans. The company offers multi-channel origination strategy including internet advertising, partner marketing and branch office outreach efforts. It offers loan programs which leverage the assets acquired and relaunch lending products allowing consumers to have limited access to credit and to quickly receive medium-term loans by pledging their unencumbered automobiles as collateral.","Signal Hill, CA",broad street auto loans,True,False
26009-11T,BSN Sports,ONCAP II(ONCAP),,2010-08-01,Buyout/LBO,Public to Private,Management Buyout,,,"The company was acquired by ONCAP, Andell Holdings and its management through an LBO in August 2010, for an undisclosed sum.",Completed,Private Equity-Backed,Generating Revenue,"Andell Holdings, ONCAP",Recreational Goods,Manufacturing,"Manufacturer and distributor of sports apparel and equipment for young athletes, recreational youth leagues, school teams, the most elite club, select, and professional programs. The company is engaged in manufacturing apparel which includes jackets, hoodies, shorts, pants and accessories and also provides footwear, team uniforms and equipment for football and baseball.","Dallas, TX",bsn sports,True,False
241533-64T,Capital Automotive,,,2005-12-16,Buyout/LBO,Public to Private,,,,"The company was acquired through an LBO on December 16, 2005.",Completed,Corporate Backed or Acquired,Profitable,DRA Advisors,Specialized Finance,,"Provider of sale-leaseback capital to the automotive retail industry. The company provides real estate financing and equity solutions to dealers, chief operating officers and general managers who are seeking equity capital solutions to build their dealership platform as well through its sale-leaseback transaction, allowing automotive dealers to sell their real estate and then lease it back, helping them to achieve the flexibility to pursue other personal goals such as estate planning, liquidity or diversification.","McLean, VA",capital automotive,True,False
160951-42T,Carr Properties,,,2007-01-01,Buyout/LBO,Public to Private,,,,The company was acquired by JPMorgan Chase and other undisclosed investors for an undisclosed amount in 2007 through a public-to-private transaction.,Completed,Private Equity-Backed,Generating Revenue,JP Morgan Chase (NYS: JPM),Real Estate Investment Trusts (REITs),Infrastructure,"Operator of a real estate investment trust intended for developing properties in Washington, Boston, and Austin. The company owns, manages, acquires, and develops high-quality properties, enabling the addition of real estate investment in its portfolio for returns.","Washington, DC",carr properties,True,False
194387-59T,CAST Software (New York),Bridgepoint Development Capital I(Bridgepoint Group (UK)),,2022-07-01,Buyout/LBO,Public to Private,Management Buyout,,,"The company was acquired by Bridgepoint Group, Mr. Vincent Delaroche and its management through a public-to-private LBO in July 2022 for an undisclosed amount.",Completed,Private Equity-Backed,Profitable,Bridgepoint Group (UK) (LON: BPT)(Olivier Nemsguern),Business/Productivity Software,TMT,"Developer of enterprise-grade software analysis and measurement platform intended to deliver better software and prevent outages. The company publishes language analysis software for assessment, deployment, advisory, enablement and operations intended for computer professionals.","New York, NY",cast software (new york),True,False
59192-02T,CC Wellness,,,2015-09-22,Buyout/LBO,Public to Private,,,,"The company was acquired by Catalus Capital Management through a public-to-private LBO on September 22, 2015 for an undisclosed amount.",Completed,Private Equity-Backed,Generating Revenue,Catalus Capital Management(Marek Olszewski),Personal Products,LOHAS & Wellness,United Consortium Ltd is focusing its growth efforts in the Hemp/CBD business through its wholly owned subsidiary First Canna Corp.,"Valencia, CA",cc wellness,True,False
68738-14T,CFGroup,,,2005-06-22,Buyout/LBO,Public to Private,,,,"The company (NYSE: FCP) was acquired by Oaktree Capital Management and Whippoorwill Associates through a public to private LBO on June 22, 2005 for an undisclosed sum.",Completed,Private Equity-Backed,Generating Revenue,"Brookfield Oaktree Holdings(Jordon Kruse), Whippoorwill Associates(Shelley Greenhaus)",Home Furnishings,Manufacturing,"Designer, manufacturer, and supplier of commercial furniture based in Newport, Tennessee. The company's portfolio of brands has a unique heritage and an outstanding reputation for satisfying the needs and expectations of designers, end users, and dealers in the hospitality, institutional, and food service end markets.","Newport, TN",cfgroup,True,False
220559-14T,Charah Solutions,,,2023-07-13,Buyout/LBO,Public to Private,,,,"The company was acquired by by SER Capital Partners through a public-to-private LBO on April 17, 2023 for an undisclosed amount.",Completed,Private Equity-Backed,Generating Revenue,SER Capital Partners(Sara Graziano),Environmental Services (B2B),CleanTech,"Charah Solutions Inc is a national service provider of mission-critical environmental services and byproduct sales to the power generation industry. It offers a suite of remediation and compliance services, byproduct sales and marketing, fossil services and environmental risk transfer services. It also designs and implements solutions for complex environmental projects such as coal ash pond closures and facilitate coal ash recycling through byproduct sales and other beneficial use services.","Louisville, KY",charah solutions,True,False
10531-81T,Cogentrix Energy,,,2003-10-20,Buyout/LBO,Public to Private,,,,"The company was acquired by Goldman Sachs Asset Management through a public-to-private LBO on October 20, 2003 for an undisclosed amount. The transaction was supported by $750 million of debt financing.",Completed,Private Equity-Backed,Generating Revenue,Goldman Sachs Asset Management,Energy Infrastructure,"CleanTech, Infrastructure","Developer of independent power generation assets intended for those aspiring to succeed in power plant operations and investments. The company specializes in acquiring, developing, constructing, operating, improving, and divesting power generation assets, including coal-fired, natural gas-fired, hydropower, and solar power assets, as well as provides technical oversight, maintenance, and project planning and coordination and related services, ensuring its clients enhance value and performance of the energy assets effectively.","Charlotte, NC",cogentrix energy,True,False
100416-61T,Coriant America,Marlin Equity Partners IV(Marlin Equity Partners),,2013-01-31,Buyout/LBO,Add-on,Public to Private,,,"The company was acquired by Marlin Equity Partners through a public-to-private LBO on January 31, 2013 for an undisclosed sum. Subsequently, the company was merged with Coriant on June 19, 2013. AloStar Bank of Commerce provided $12 million of revolving credit line facility to support this transaction. The company will adopt the Coriant brand for all of its product and service offerings, significantly enhancing the customer value proposition of an expanded Coriant portfolio with industry-leading optical mesh technology, intelligent control plane software and multi-service switching solutions.",Completed,Private Equity-Backed,Generating Revenue,"Coriant(Patrick DiPietro), Marlin Equity Partners(Robert Leggett)",Connectivity Products,"Mobile, TMT","Provider of intelligent optical networking and multiservice access technologies. The company's products enable fixed-line and mobile network operators to maximize the performance and value of their infrastructure networks as demand for bandwidth continues to grow exponentially, enabling its clients to improve utilization of network capacity, increase operational efficiencies and cost-effectively transition from circuit to packet services, while ensuring service availability.","Chelmsford, MA",coriant america,True,False
25790-68T,Crdentia,Caltius Equity Partners II(Caltius Equity Partners),,2011-04-01,Buyout/LBO,Add-on,Public to Private,,,"The company (OTCPK:CRDO) was acquired by SeniorBridge, via its financial sponsor Caltius Equity, through a public to private LBO on April 1, 2011.",Completed,Private Equity-Backed,Profitable,"Caltius Equity Partners(Garrick Ahn), SeniorBridge",Human Capital Services,Industrials,"Provider of healthcare staffing services to hospitals, healthcare facilities and healthcare providers. The company provides services including travel nursing, per diem staffing, contractual clinical services, physician staffing, allied services and private duty home care.","Farmers Branch, TX",crdentia,True,False
78512-95T,Crisis Prevention Institute,FFL Capital Partners IV(FFL Partners),,2016-12-21,Buyout/LBO,Secondary Buyout,Public to Private,,,"The company was acquired by FFL Partners through an SBO on December 21, 2016 for an undisclosed sum. The transaction was funded through a $186.5 million senior secured unitranche credit facility provided by Antares Capital and LStar Capital.",Completed,Private Equity-Backed,Profitable,FFL Partners(Cas Schneller),Education and Training Services (B2B),LOHAS & Wellness,"Provider of behavioral management intended to deliver crisis prevention training services. The company specializes in training for the safe, respectful and noninvasive management of disruptive and assaultive behaviors, providing education, healthcare and corporate clients with the means to safely defuse a situation.","Milwaukee, WI",crisis prevention institute,True,False
10864-18T,Critical Path,,,2008-04-29,Buyout/LBO,Public to Private,,,,"The company (NAS: CPTH) was acquired by General Atlantic and Cheunk Kong through a public-to-private LBO on April 29, 2008 for an undisclosed sum.",Completed,Private Equity-Backed,Generating Revenue,"CK Hutchison (HKG: 00001), General Atlantic(Tom Tinsley)",Communication Software,"Mobile, TMT","Developer of a messaging platform designed to communicate, connect, share, and organize while providing industry-leading safety and assurance. The company's application allows users to communicate, connect, share, and organize their online experience.","San Mateo, CA",critical path,True,False
118589-41T,Currax Pharmaceuticals,Littlejohn Fund V(Littlejohn & Co.),,2019-04-30,Buyout/LBO,Public to Private,,,,"The company was acquired by Highbridge Capital Management and Littlejohn & Co through a public-to-private LBO on April 30, 2019 for an undisclosed amount. As a result of the transaction, the company got delisted.",Completed,Private Equity-Backed,Generating Revenue,"Highbridge Capital Management, Littlejohn & Co.",Drug Discovery,,"Developer and marketer of specialty pharmaceutical products intended to expand access to clinically differentiated, underappreciated medicines as both branded and generic. The company focuses on the acquisition, development, and commercialization of prescription drugs and aims to underserved therapeutic areas, such as the central nervous system, including neurology, pain and psychiatry.","Brentwood, TN",currax pharmaceuticals,True,False
94768-03T,Defense Technology Systems,,,,Buyout/LBO,Public to Private,,,,The company was acquired by VX Capital Partners through an LBO on an undisclosed date.,Completed,Private Equity-Backed,Generating Revenue,VX Capital Partners,Aerospace and Defense,"Industrials, TMT","Defense Technology Systems Inc distributes electronic cabling systems and specialized security products. Its cabling systems comprise connectivity solutions, which include products such as electronic wire and cable, routers, hubs, and modems.","Hauppauge, NY",defense technology systems,True,False
299836-90T,Design Milk,,,2023-06-21,Buyout/LBO,Add-on,Public to Private,,,"The company was acquired by Sandow Media, via its financial sponsor CAA Evolution, through a public-to-private LBO on June 21, 2023 for an undisclosed amount.",Completed,Private Equity-Backed,Profitable,"CAA Evolution, Sandow Media(Adam Sandow)",Media and Information Services (B2B),"E-Commerce, TMT","Design Milk Co Ltd is a leader in the modern design, digital media, ecommerce, and interior and architectural trade and consumer industries.","Boca Raton, FL",design milk,True,False
21552-13T,DG FastChannel,Spectrum Equity Investors VI(Spectrum Equity),,2014-02-07,Buyout/LBO,Add-on,Public to Private,,,"The company was acquired by Extreme Reach, via its financial sponsor Spectrum Equity, through a public-to-private LBO on February 7, 2014 for an undisclosed sum.",Completed,Private Equity-Backed,Generating Revenue,"Spectrum Equity(James Quagliaroli), XR Extreme Reach",Media and Information Services (B2B),"AdTech, SaaS, TMT","Provider of satellite technology for advertising content distribution. The company provides end-to-end digital advertising delivery network, allowing marketers to benefit from optimized management of online advertising campaigns while maximizing data driven advertising.","Irving, TX",dg fastchannel,True,False
16017-76T,Domestic Energy,,,2009-10-30,Buyout/LBO,Public to Private,Recapitalization,,,"The company (PINX: DMEC) was acquired by The Avalon Group through an LBO public to private on October 30, 2009, for an undisclosed amount.",Completed,Private Equity-Backed,Profitable,Avalon Net Worth(Marcie Corbin),Energy Exploration,Oil & Gas,"Explorer and developer of long-lived, low risk natural gas and oil properties. The company engages in the exploration, development and production of natural gas and oil properties in Cumberland Plateau region of Tennessee.","Honeoye Falls, NY",domestic energy,True,False
77926-33T,Duquesne Light,"Hastings Private Equity Fund II(IFM Investors), Macquarie Partners A(Macquarie Group)",,2007-05-31,Buyout/LBO,Public to Private,,,,"The company was acquired by Macquarie Group, Duet Group, Whitehelm Capital and IFM Investors through a $2.829 billion public-to-private LBO on May 31, 2007.",Completed,Private Equity-Backed,Generating Revenue,"Duet Group, IFM Investors, Macquarie Group (ASX: MQG), Whitehelm Capital",Electric Utilities,,"Provider of electric utility transmission and distribution services intended to serve customers across the Pittsburgh region. The company engages in transmitting electricity, enabling an uninterrupted and reliable supply of electricity.","Pittsburgh, PA",duquesne light,True,False
33488-47T,DynaPel Systems,,,2012-01-01,Buyout/LBO,Public to Private,,,,The company was acquired by a private equity group through a public-to-private LBO in 2012 for an undisclosed sum.,Completed,Private Equity-Backed,Profitable,,Security Services (B2B),"Industrials, Internet of Things, TMT","Provider of security consultation, installation, and service intended for creating custom business security products and systems The company offers security assessments, analog and IP security cameras, intercom and telephone entry systems, electrified gate operators, automated pedestrian door operators, intrusion systems and more, helping clients design and build the solutions they need to protect their businesses.","Memphis, TN",dynapel systems,True,False
10274-86T,Eateries,,,2007-02-12,Buyout/LBO,Public to Private,Management Buyout,,,"The company was acquired by Cordova Smart & Williams and Waterview Capital and its management through an MBO on February 12, 2007, for an undisclosed amount.",Completed,Private Equity-Backed,Generating Revenue,"Cordova, Smart & Williams, Waterview Capital",Restaurants and Bars,,"Operator of restaurant franchises based in Edmond, Oklahoma. The company owns, operates, franchises and licenses 63 restaurants under the names Garfield's Restaurant and Pub, Garcia's Mexican Restaurants, Pepperoni Grill and Italian Bistro Restaurants. It operates in 20 states.","Edmond, OK",eateries,True,False
16722-19T,Edelbrock,"Industrial Opportunity Partners I(Industrial Opportunity Partners), Industrial Opportunity Partners III(Industrial Opportunity Partners)",,2004-11-30,Buyout/LBO,Public to Private,Management Buyout,,,"The company was acquired by Industrial Opportunity Partners, Accretive Capital Partners, and Mr. Vic Edelbrock through a public-to-private LBO on November 30, 2004 for an undisclosed amount.",Completed,Private Equity-Backed,Profitable,"Accretive Capital Partners (Madison), Industrial Opportunity Partners(Robert Vedra)",Automotive,"Industrials, Manufacturing","Manufacturer and distributor of automotive aftermarket parts intended to enhance the efficiency of vehicles. The company offers various products, including superchargers, intake manifolds, carburetors, electronic fuel injection systems, cylinder heads, and other related accessories.","Olive Branch, MS",edelbrock,True,False
10230-13T,Elgin National Industries,"Midwest Mezzanine Fund IV(Midwest Mezzanine Funds), OCM Principal Opportunities Fund IV(Brookfield Oaktree Holdings), OCM/GFI Power Opportunities Fund II(GFI Energy Group)",,2007-04-02,Buyout/LBO,Public to Private,,,,"The company was acquired by the GFI Energy Group, Oaktree Capital Management and Midwest Mezzanine Funds through a public to private LBO on April 2, 2007 for an undisclosed sum.",Completed,Private Equity-Backed,Profitable,"Brookfield Oaktree Holdings, GFI Energy Group, Midwest Mezzanine Funds",Industrial Supplies and Parts,"Industrials, Manufacturing","Designer and manufacturer of specialized processing equipment intended for mining, minerals, and energy industries. The company manufactures equipment through two divisions and offers solid and liquid separation, fluid conditioning, polymer dewatering and oil recovery, waste management equipment, vibrating screens, enabling oil and gas, mining, coal, aggregates, minerals, water, and pipeline construction industries to get reliable spare parts for their production unit.","Downers Grove, IL",elgin national industries,True,False
289602-82T,Emeren Group (NYS: SOL),,,2025-06-19,Buyout/LBO,Public to Private,,,159.5,"The company was acquired by Shah Capital through an undisclosed amount public-to-private LBO on June 19, 2025. The transaction values the company at an estimated $159.5 million.",Completed,Private Equity-Backed,Generating Revenue,Shah Capital,Energy Production,"CleanTech, Infrastructure, LOHAS & Wellness, TMT","Emeren Group Ltd is a renewable energy producer. Its portfolio consists of solar projects and Independent Power Producer (IPP) assets, and it also has globalised Battery Energy Storage System (BESS) capacity. The group specializes in the solar project lifecycle, development, and from construction to financing. It has three reportable segments; Solar power project development, EPC services, and Electricity generation. Majority of revenue is From Electricity Generation. The company operates in China, USA, Germany, UK, Spain, France, Poland, Italy, Hungary, Luxembourg. Majority of revenue is from Italy.","Norwalk, CT",emeren group (nys: sol),True,False
32828-23T,Eos International,Vista Equity Fund II(Vista Equity Partners),,2013-11-04,Buyout/LBO,Add-on,Public to Private,,,"The company was acquired by SirsiDynix, via its financial sponsor Vista Equity Partners, through a public-to-private LBO transaction on November 4, 2013 for an undisclosed amount.",Completed,Private Equity-Backed,Profitable,"SirsiDynix, Vista Equity Partners(Brian Sheth)",Business/Productivity Software,TMT,"Developer of library automation and knowledge management services intended for special libraries worldwide. The products offered by the company include BLUEcloud LSP, BLUEcloud campus, horizon, symphony, and EOS.Web.","Carlsbad, CA",eos international,True,False
103100-50T,Farr Co,,,2000-05-09,Buyout/LBO,Public to Private,,,,"The company was acquired by Ratos through a public-to-private LBO on May 9, 2000 for an undisclosed sum.",Completed,Private Equity-Backed,Generating Revenue,Ratos (STO: RATO A)(Bo Jungner),Industrial Supplies and Parts,"Industrials, Manufacturing","Manufacturer of air and liquid filtration equipment designed to be used in a wide range of applications to protect man, machines, and environment. The company's product includes air & liquid filtration, pollution control equipment, exhaust system components, air cleaning systems and custom filtration components for OEM applications, providing commercial, industrial, railroad and road transport companies a wide range of filtration equipment at an affordable cost.","El Segundo, CA",farr co,True,False
246362-14T,Fathom (Printing Services),,,2024-05-21,Buyout/LBO,Public to Private,,,,"The company was acquired by CORE Industrial Partners through a public-to-private LBO on May 21, 2024 for an undisclosed amount. Subsequently the company was delisted.",Completed,Private Equity-Backed,Generating Revenue,CORE Industrial Partners(John May),Printing Services (B2B),3D Printing,"Fathom Digital Manufacturing Corp operates through its subsidiaries as a leading on-demand digital manufacturing platform in North America, providing comprehensive product development and production part manufacturing to many of the largest and most innovative companies in the world. It has extensive expertise in both additive and traditional manufacturing, enabling its agile, technology-agnostic platform to blend manufacturing technologies and processes to deliver hybridized solutions designed to meet the specific needs of its customers. It combines diverse, scaled manufacturing capabilities and deep technical know-how to enable its customers to get to market faster, putting their design and product goals above the manufacturing limitations often imposed by other service providers.","Hartland, WI",fathom (printing services),True,False
297500-14T,Federal Life Insurance,,,2025-03-14,Buyout/LBO,Public to Private,,,,"The company was acquired by Bain Capital through a public-to-private LBO on March 14, 2025.",Completed,Private Equity-Backed,Generating Revenue,Bain Capital(Matthew Popoli),Life and Health Insurance,,"Federal Life Group Inc provides life insurance and annuity products targeted to the middle American market. Its core business activities include the sale of life insurance and fixed index and fixed rate annuities. Products offered by the company include Lifetime Coverage, Specific Period of Time Coverage, Flexible Coverage, Long-Term Growth with Fixed and Index-Linked Options, Multi-Pay Retirement Savings Plan, Single-Pay Retirement Savings Plan, Immediate Guaranteed Retirement Income, Final Expense Plan, Final Expense Plan - Limited Health Issues and Single-Pay Permanent Life.","Lincolnshire, IL",federal life insurance,True,False
101346-85T,Fenix Parts,Stellex Capital Investors(Stellex Capital Management),,2018-04-18,Buyout/LBO,Management Buy-In,Public to Private,,,"The company (OTC: FENX) was acquired by Stellex Capital Management, Mr. Bill Stevens, Mr. Paul Delaney, Mr. Stoney Rutledge, Mr. Dixon Thayer, Mr. Ron Sturgeon, and Mr. Brian Nerney through a public-to-private LBO on April 18, 2018 for an undisclosed amount. The transaction was supported by $20 million of debt financing.",Completed,Private Equity-Backed,Generating Revenue,Stellex Capital Management(Michael Stewart),Road,,"Provider of automobile equipment recycling services intended for original equipment manufacturer (OEM) automotive products. The company's services include repair, replacement, and resale of used, spare, and OEM parts, components, and systems reclaimed from damaged, totaled, or low-value vehicles, enabling clients to get a wide range of recycled automotive parts.","Hurst, TX",fenix parts,True,False
110986-12T,First Bauxite,"Resource Capital Fund V(Resource Capital Funds), Resource Capital Fund VI(Resource Capital Funds)",,2018-12-21,Buyout/LBO,Public to Private,,,,"The company was acquired by Resource Capital Funds through an public to private LBO on December 21, 2018 for an undisclosed amount.",Completed,Private Equity-Backed,Generating Revenue,Resource Capital Funds,Precious Metals and Minerals Mining,Oil & Gas,"Operator of a natural resource company engaged in the exploration and development of bauxite deposits in Guyana, South America. The company is engaged in the extraction, development, production and marketing of high-grade bauxite from its facility in Guyana, globally as a raw material for refectories, for aluminium sulphate production, as a UHSP deep-well proppant in the oil industry, plus as an abrasive and steelmaking slag conditioner.","Denver, CO",first bauxite,True,False
243370-36T,Franchise Group,,,2023-08-21,Buyout/LBO,Public to Private,Management Buyout,,2600.0,"The company was acquired by B. Riley Financial, Irradiant Partners, Mr. Brian Kahn and its management through a public-to-private LBO on August 21, 2023 for an undisclosed amount. The transaction was supported by $133.5 million of debt financing. The transaction values the company at $2.6 billion.",Completed,Private Equity-Backed,Generating Revenue/Not Profitable,"B. Riley Financial (NAS: RILY), Irradiant Partners",Other Services (B2C Non-Financial),,"Operator of a holding company intended to acquire retail franchisee-based businesses in the United States. The company grows, develops, and nurtures a company to be successful in franchising.","Delaware, OH",franchise group,True,False
74242-72T,Gargoyles,,,2003-01-01,Buyout/LBO,Public to Private,,,,The company (NASDAQ:GOYL) was acquired by Stelaris through an undisclosed amount public-to-private LBO in 2003.,Completed,Private Equity-Backed,Profitable,Stelaris,Accessories,Manufacturing,"Manufacturer of sunglasses and eye-wear products based in Kent, Washington. The company provides products for work, sports, and other outdoor activities. The company's brands include Gargoyles Performance Eye-wear, Gargoyles Protective Eye-wear, Wrangler Eye-wear, Hobie Polarized Sunglasses, Stussy Eye-Gear, Anarchy Eye-wear, Angel Eye-wear, Tomichi Studio and Private Eyes","Kent, WA",gargoyles,True,False
119853-28T,Gastar Exploration,Apollo Investment Fund IX(Apollo Asset Management),,2019-06-19,Buyout/LBO,Add-on,Public to Private,,,"The company (PINX:GSTC) was acquired by Chisholm Oil & Gas, via its financial sponsor Apollo Global Management, through an LBO on June 19, 2019 for an undisclosed sum. As a result of the transaction, the company went from public to private.",Completed,Private Equity-Backed,Generating Revenue,"Apollo Asset Management (NYS: APO)(Geoffrey Strong), Chisholm Oil & Gas",Energy Exploration,Oil & Gas,"Gastar Exploration Inc is a Mid-Continent independent energy company which is engaged in the exploration, development, and production of oil, condensate, natural gas, and NGLs (natural gas liquids). The principal business activities of the company include the identification, acquisition, and subsequent exploration and development of oil and natural gas properties with an emphasis on unconventional reserves, such as shale resource plays. The company's exploration properties consist primarily of oil and natural gas leases in the Mid-Continent area of the U.S. in Oklahoma. Gastar operates through a single segment being Exploration and production of oil, condensate, and natural gas.","Houston, TX",gastar exploration,True,False
75767-68T,Gatekeeper Systems (Foothill Ranch),HKW Capital Partners IV(HKW),,2016-09-02,Buyout/LBO,Public to Private,,,,"The company was acquired by Hammond, Kennedy, Whitney & Company through an LBO on September 2, 2016 for an undisclosed amount.",Completed,Private Equity-Backed,Generating Revenue,HKW(Luke Phenicie),Business/Productivity Software,SaaS,"Developer of shopping cart management software designed for cart containment system. The company's shopping cart management systems for traditional, brick-and-mortar retailers offer intelligent cart and anti-theft solutions to minimize merchandise loss and reduce asset and labor expenditures through radio frequency and locking wheel technologies.",CA,gatekeeper systems (foothill ranch),True,False
32679-19T,Global Employment Solutions,,,2009-01-01,Buyout/LBO,Public to Private,,,,"The company was acquired by Victory Park Capital through an LBO in 2009, for an undisclosed amount.",Completed,Private Equity-Backed,Profitable,Victory Park Capital,Human Capital Services,Industrials,"Provider of professional and commercial staffing services. The company offers a nationwide network of business resources, extensive industry specialization and personalized service for temporary and permanent contract staffing to its clients.","Littleton, CO",global employment solutions,True,False
